City,Area,Building_Type,Energy_Consumption_Per_SqM,Water_Usage_Per_Building,Waste_Recycled_Percentage,Occupancy_Rate,Smart_Devices_Count,Maintenance_Resolution_Time,Number_of_Residents,Electricity_Bill
Bangalore,Whitefield,Industrial,239.4008045,542.6488523,52.36081841,43.6857989,3,6.901550974,263,2000
Bangalore,Malleshwaram,Residential,50,301.3183466,21.86376843,53.8946099,10,15.7700732,490,17977.69161
Bangalore,Electronic City,Institutional,50,1312.378563,43.76842966,51.1859523,8,5.842625918,361,5148.55692
Bangalore,Yelahanka,Institutional,192.1564646,1500,46.53980854,83.50835707,2,9.121513259,450,11965.57369
Bangalore,Banashankari,Industrial,190.9644258,296.4269476,21.90005586,79.12330377,8,5.492893754,296,3043.79066
Bangalore,Indiranagar,Residential,153.7266313,1061.82126,17.0787374,95.09419251,2,22.90429023,182,23492.76603
Bangalore,Malleshwaram,Commercial,177.6002564,220.7684151,63.49123401,79.37514247,3,8.49399416,159,17086.51731
Bangalore,Indiranagar,Residential,117.3703652,833.1687421,41.06038109,90.38057873,4,8.882751176,353,13370.94109
Bangalore,BTM Layout,Institutional,50,623.4951682,30.16908938,66.66552548,3,7.087502527,308,22094.52035
Bangalore,Yelahanka,Industrial,63.62747907,1500,19.17672509,90.94724051,6,6.498828085,478,17660.14418
Bangalore,Jayanagar,Industrial,50,937.839428,31.6980472,80.11303312,7,5.829678956,287,15622.95379
Bangalore,Hebbal,Industrial,250,430.0237768,5.45296653,68.86055572,5,8.617491973,162,16975.72167
Bangalore,BTM Layout,Commercial,131.3413582,200,11.64616582,91.25668736,6,23.02374159,263,13089.69256
Bangalore,Banashankari,Commercial,76.83684892,200,17.8935063,71.23368782,5,6.602708941,217,8801.577821
Bangalore,Banashankari,Institutional,92.98612595,255.3012751,48.06612579,89.12747494,9,15.45497544,400,19804.45838
Bangalore,Malleshwaram,Residential,250,288.9717856,43.67385761,60.82209846,4,5.551610869,406,14645.15265
Bangalore,Hebbal,Residential,50,1500,44.23199289,97.65026411,9,20.01643054,484,6204.389024
Bangalore,Jayanagar,Residential,132.3666914,823.7634851,6.982757737,54.92173042,3,6.547037009,181,17536.88441
Bangalore,Electronic City,Commercial,105.7491661,741.0586448,16.50838759,65.46581059,5,6.725708416,91,15204.28361
Bangalore,HSR Layout,Industrial,141.8016477,200,50.21848493,69.17173457,1,7.301726102,17,23499.09819
Bangalore,Whitefield,Institutional,50,1500,28.04117872,32.64164863,10,10.25371921,125,16342.66159
Bangalore,Jayanagar,Institutional,250,1283.067612,58.91391284,92.98301172,4,10.27923415,260,9094.718622
Bangalore,Banashankari,Commercial,250,200,8.767755363,67.03549301,1,7.432287991,445,6049.238169
Bangalore,HSR Layout,Commercial,124.9073196,1230.436901,15.0393919,42.55424264,9,7.799911037,378,21321.47294
Bangalore,Banashankari,Industrial,178.9306111,784.2503006,44.13033605,54.4898296,6,5.102084273,355,14681.87967
Bangalore,Hebbal,Industrial,250,200,15.92473621,70.59540766,2,6.28561713,489,10670.97869
Bangalore,Hebbal,Commercial,184.259618,613.0441206,28.73951415,89.50313823,2,6.520673358,214,11401.67415
Bangalore,Yelahanka,Institutional,50,662.9988184,34.1919816,88.97903698,5,8.135026997,239,21491.72048
Bangalore,Malleshwaram,Industrial,128.8053225,200,45.12815167,67.74107826,4,8.130788033,180,17359.0455
Bangalore,Electronic City,Industrial,139.9831286,1500,16.70788515,76.79203011,12,10.1060409,419,20485.88775
Bangalore,Koramangala,Institutional,82.78117559,1500,17.59590778,91.3379696,4,10.23182069,172,16226.07352
Bangalore,Banashankari,Industrial,200.0235456,1105.70439,50.58575036,88.4375803,4,5.935015514,143,10816.88825
Bangalore,Electronic City,Institutional,250,620.4462397,61.76872188,84.87702808,7,11.32582854,317,23932.88562
Bangalore,Indiranagar,Residential,250,530.6296718,29.32420039,84.24447573,10,5.066212464,244,13044.75137
Bangalore,Banashankari,Industrial,89.90464445,1052.607334,42.3464491,80.44113688,14,10.21632452,232,19022.05485
Bangalore,HSR Layout,Industrial,50,788.4074743,25.43873392,82.1129048,10,5.365360357,172,20421.07602
Bangalore,Electronic City,Residential,250,200,16.78375941,93.39520508,6,10.46524897,277,15031.3312
Bangalore,Jayanagar,Institutional,250,718.4704219,39.71813274,97.71697816,3,7.835587945,77,9433.884718
Bangalore,Electronic City,Industrial,50,1500,26.21996641,86.34681737,5,7.11237542,303,11609.20478
Bangalore,Jayanagar,Residential,250,614.7794951,32.11233806,69.54922963,8,9.786235874,331,18385.91572
Bangalore,Hebbal,Institutional,250,200,17.44461511,82.51948883,8,5.124261512,49,17669.10035
Bangalore,Jayanagar,Industrial,109.7327079,1500,36.94032054,64.26907225,14,5.879626374,437,21503.31683
Bangalore,BTM Layout,Commercial,134.207068,224.8497337,16.72052715,70.59938181,6,8.763290729,248,20696.47112
Bangalore,Koramangala,Residential,76.37472651,299.2430907,70.53099712,84.28643366,7,13.70567908,283,10235.14488
Bangalore,BTM Layout,Institutional,50,200,31.00513637,83.14042033,6,6.734419918,287,22218.20738
Bangalore,HSR Layout,Commercial,61.23973295,400.7986105,36.04256468,95.63314586,2,6.049619891,428,9869.11846
Bangalore,Whitefield,Institutional,243.5711867,1413.671748,37.59652162,93.69134118,4,7.760636543,32,17973.97353
Bangalore,HSR Layout,Commercial,50,732.6905335,9.643052481,98.01330795,5,8.83428923,158,27107.32566
Bangalore,Malleshwaram,Commercial,60.85708449,229.2638348,34.01872769,71.0953829,10,6.991763473,18,16562.42499
Bangalore,Banashankari,Residential,76.16671423,1500,27.82990996,82.46001916,13,15.09207778,381,6106.09135
Bangalore,BTM Layout,Residential,115.6324536,1500,36.12354728,95.38634196,4,7.802469369,63,13370.51191
Bangalore,HSR Layout,Commercial,250,1500,22.07279352,91.78960004,7,5.12234571,128,25874.18854
Bangalore,Banashankari,Residential,63.77656663,272.8541664,32.24141576,87.41531898,5,5.877682537,16,13964.51594
Bangalore,Yelahanka,Institutional,63.91597289,600.0928964,5.173255985,64.30740109,6,7.210014358,163,21634.97017
Bangalore,Banashankari,Industrial,200.6263427,1500,45.34355825,87.69731259,6,9.900454144,446,10216.88184
Bangalore,Banashankari,Institutional,90.28166602,1478.464372,46.67610304,64.32852438,10,5.862317442,251,13221.61326
Bangalore,Koramangala,Commercial,50,200,45.11627673,90.13425376,5,29.79291506,137,13921.48011
Bangalore,Whitefield,Institutional,90.34235259,200,40.25268436,72.21787938,11,6.363804555,318,24754.57086
Bangalore,Jayanagar,Commercial,50,623.4930978,11.93955009,47.8690392,5,7.884473184,295,13470.30073
Bangalore,HSR Layout,Institutional,50,1500,43.08116984,88.93420192,3,5.06403265,179,5572.789136
Bangalore,Malleshwaram,Institutional,103.4832064,773.710586,33.94824642,60.32095868,7,15.55716504,229,26909.91185
Bangalore,HSR Layout,Residential,81.43143244,688.781739,51.69921473,97.40376497,8,11.79290316,371,16137.33634
Bangalore,Jayanagar,Commercial,250,200,5.465015813,71.40852233,4,5.751863954,394,18273.31981
Bangalore,Yelahanka,Commercial,67.50518746,1069.383943,12.56161512,77.41112137,6,19.65021525,180,6965.710268
Bangalore,Hebbal,Industrial,130.3353576,1500,20.28160992,93.60638338,3,6.348733307,396,16288.82277
Bangalore,Electronic City,Institutional,150.0586159,478.713462,43.22123201,64.42650709,9,9.810532703,72,15095.48356
Bangalore,Banashankari,Institutional,50,1494.377918,60.36356523,50.69461389,1,12.67752806,318,10168.70806
Bangalore,BTM Layout,Industrial,163.3902296,1500,39.90758542,87.79623082,1,10.68624314,387,18339.78022
Bangalore,BTM Layout,Commercial,50,227.8627431,17.86311209,86.41935473,6,17.97880043,83,6468.124169
Bangalore,Electronic City,Institutional,250,740.9300777,13.39587486,43.36829405,8,14.45866887,379,10133.48054
Bangalore,Malleshwaram,Industrial,50,338.4673669,18.32217325,80.78268841,3,52.03976788,395,21059.77026
Bangalore,BTM Layout,Industrial,80.32516718,1500,14.16662828,63.84040977,10,5.695238577,136,11370.82848
Bangalore,Electronic City,Industrial,50,861.7868409,24.69896509,81.78908268,4,6.288133182,218,12533.21015
Bangalore,Electronic City,Institutional,250,1006.714518,18.18103227,93.2322524,3,9.008427778,109,15450.00141
Bangalore,Banashankari,Commercial,104.6320298,1500,22.84436453,85.53770208,3,10.53060946,378,13140.26368
Bangalore,Jayanagar,Commercial,135.7228986,504.1321959,18.1271684,92.23923331,4,7.904052241,407,18454.43564
Bangalore,Jayanagar,Industrial,50,1500,3.986159414,76.30453057,10,5.259317553,119,15879.89045
Bangalore,Jayanagar,Industrial,207.9204383,761.4878375,40.87719425,58.35388672,8,13.48178493,394,7466.779389
Bangalore,HSR Layout,Commercial,50,200,36.10315518,74.54623149,8,24.45638859,18,11325.62967
Bangalore,Whitefield,Industrial,250,1190.395784,22.34870505,88.79920541,9,6.892873934,332,10784.80737
Bangalore,HSR Layout,Industrial,50,1500,40.68766392,73.38815035,5,5.885901732,423,12682.95833
Bangalore,Electronic City,Commercial,50,380.9115448,9.866413522,71.77498513,3,5.065220775,154,15559.88383
Bangalore,Whitefield,Institutional,50,1500,55.18298137,29.9999457,3,5.944986618,11,16531.43825
Bangalore,BTM Layout,Industrial,95.81786899,1500,48.40258636,64.61394177,8,9.936667907,138,3160.303673
Bangalore,Indiranagar,Institutional,124.8066156,324.2139596,25.41607233,55.24579377,6,17.44735632,387,20125.29696
Bangalore,HSR Layout,Industrial,50,1500,16.55127729,97.66771366,3,5.332676136,62,14545.6616
Bangalore,HSR Layout,Industrial,224.100389,200,45.22001368,95.96697319,4,8.081216193,71,9398.00944
Bangalore,Banashankari,Industrial,90.57519754,225.6663163,8.80859219,88.72733024,6,9.864572534,61,19761.60201
Bangalore,Jayanagar,Residential,111.4736482,203.6165003,30.6274176,67.70084735,1,6.138583812,132,4472.095844
Bangalore,Hebbal,Institutional,87.17722077,1500,11.07796609,91.6829872,5,8.247762162,61,7121.378685
Bangalore,BTM Layout,Institutional,76.81473019,1062.162389,48.4376595,92.39255341,2,10.2000362,488,25645.77931
Bangalore,Hebbal,Industrial,123.0245186,200,5.162337583,75.23746936,6,13.33345535,392,15731.52987
Bangalore,Jayanagar,Commercial,50,580.3961949,31.85666855,78.22995368,3,7.223772336,358,11313.76665
Bangalore,Whitefield,Industrial,50,955.2863355,16.12384993,73.83395875,15,10.82891525,269,15542.4917
Bangalore,HSR Layout,Residential,250,200,38.97338652,72.78267286,1,6.272057303,12,14092.15273
Bangalore,Jayanagar,Industrial,250,1500,19.84283212,61.77384104,5,5.8313774,35,15178.87743
Bangalore,HSR Layout,Residential,70.09532812,1500,29.81974826,78.89354405,3,5.715827043,486,17445.67244
Bangalore,Electronic City,Industrial,50,703.6153281,34.14172318,71.53479907,9,6.597167162,438,14009.87551
Bangalore,Indiranagar,Institutional,154.9234898,1500,26.24629461,85.64277409,10,5.122542018,51,16773.45493
Bangalore,Jayanagar,Industrial,78.82343514,540.874227,20.48834255,83.15481122,8,6.172712756,43,14209.8776
Bangalore,Koramangala,Institutional,50,1500,41.48041914,73.79496376,4,9.220001471,228,10895.66366
Bangalore,BTM Layout,Commercial,50,1102.379372,36.31494229,73.71773904,6,9.161822813,111,9469.657735
Bangalore,Indiranagar,Commercial,188.802489,1006.957709,24.18995047,85.23481658,7,5.257934766,322,21595.38096
Bangalore,Jayanagar,Industrial,161.3474673,200,30.48866391,64.21777135,7,6.195785433,15,18237.03763
Bangalore,Koramangala,Industrial,50,1500,13.57450445,94.8319656,7,8.244279593,177,20185.31145
Bangalore,Koramangala,Commercial,50,557.7245314,28.9239338,86.94357821,8,6.363770532,162,15018.83202
Bangalore,BTM Layout,Residential,50,200,20.32762206,89.32544863,1,6.977219986,39,16128.35483
Bangalore,Jayanagar,Commercial,167.1622084,200,16.83363417,97.68805325,12,10.15690786,26,14108.17801
Bangalore,Indiranagar,Commercial,50,820.4254417,24.50224053,83.7586664,9,5.031081649,112,20787.45366
Bangalore,Yelahanka,Residential,50,749.5051147,13.80110985,77.39765925,6,6.138649093,453,13275.76983
Bangalore,Banashankari,Commercial,241.3527641,1270.659845,53.33340568,57.14512964,4,5.525281598,432,10079.84291
Bangalore,Whitefield,Commercial,50,1500,8.664081953,83.91095334,3,5.465572039,473,17606.38686
Bangalore,Koramangala,Residential,158.6548633,200,47.18125512,90.71311694,2,24.00998131,51,14239.32057
Bangalore,Hebbal,Residential,50,1314.891294,10.81045975,80.40048481,12,6.705820383,482,16249.59497
Bangalore,Jayanagar,Institutional,50,207.5309942,55.02466553,78.71770703,4,7.835320995,367,18555.6288
Bangalore,Banashankari,Industrial,50,1500,8.373427495,69.53253072,4,10.54566195,388,12104.37979
Bangalore,Banashankari,Institutional,192.164222,1500,16.11875934,96.70036635,6,5.163353291,98,13905.38863
Bangalore,Banashankari,Residential,250,778.2558343,59.39774942,88.82659813,2,5.962856414,411,13447.94481
Bangalore,Electronic City,Commercial,250,1238.711943,74.766409,80.71431766,2,13.12832352,375,21433.95501
Bangalore,Indiranagar,Residential,75.92137342,377.3881506,31.08927127,61.09245957,2,14.35071981,170,15071.59754
Bangalore,Koramangala,Commercial,165.4315168,637.0842868,39.47407188,93.43965993,4,6.683316858,56,15781.88596
Bangalore,Jayanagar,Institutional,50,1500,36.90807777,73.55953168,8,6.695207752,221,9217.798632
Bangalore,Banashankari,Institutional,52.04003829,614.8263184,14.02557283,58.0984828,7,11.022729,325,18653.97295
Bangalore,Whitefield,Institutional,250,442.8527962,27.21089268,86.83389149,5,6.236163466,146,17140.53697
Bangalore,Whitefield,Commercial,50,681.6385541,31.88675936,76.66903839,8,5.423858897,445,10823.80817
Bangalore,Malleshwaram,Industrial,50,1500,3.566350037,84.961227,6,6.043534508,260,24614.96727
Bangalore,Banashankari,Industrial,50,408.2811405,36.73877862,85.91761698,5,6.774106031,129,16685.97211
Bangalore,Whitefield,Industrial,50,200,11.38070375,84.47978358,6,5.180329105,50,11881.94805
Bangalore,Hebbal,Residential,50,1244.843482,11.39645847,87.20169643,4,7.425063256,340,14985.73865
Bangalore,Yelahanka,Residential,131.2153093,1500,15.94497267,97.79732197,2,10.66798211,326,13157.13545
Bangalore,Yelahanka,Commercial,82.07794776,200,44.35579239,89.03733626,2,7.716824652,404,22719.38581
Bangalore,Koramangala,Residential,250,274.2712183,19.91342513,80.9907587,1,5.251821024,20,19665.90386
Bangalore,Indiranagar,Commercial,250,200,42.46744088,92.53657281,7,7.133218273,174,17270.17548
Bangalore,Indiranagar,Institutional,62.74092078,427.6208616,39.6680255,73.76009472,9,10.08880652,283,23584.22965
Bangalore,Hebbal,Commercial,50,598.4753479,53.6057658,79.52783285,5,5.201512204,26,9808.846348
Bangalore,Jayanagar,Residential,71.63097122,1381.610694,18.25538095,96.44666012,6,5.207839913,160,18879.48774
Bangalore,Whitefield,Institutional,133.8476625,1053.106326,25.15908929,66.10641486,7,6.66876096,10,17736.25222
Bangalore,HSR Layout,Institutional,50,970.0306153,15.27587287,60.50282928,3,5.749664078,82,13847.73549
Bangalore,Whitefield,Commercial,146.7843368,434.4433714,9.186901064,66.11525948,6,19.84323562,256,13870.06325
Bangalore,BTM Layout,Industrial,78.99540589,1500,58.40392095,80.80018372,6,8.36741475,105,19615.89153
Bangalore,Malleshwaram,Residential,120.460105,637.309844,30.51488265,76.40386244,3,6.195312988,140,19249.44323
Bangalore,Hebbal,Residential,85.93880926,1500,14.24128834,80.93920204,6,10.01815114,202,7888.699089
Bangalore,Hebbal,Industrial,52.31999629,1005.510377,13.45735761,74.95532311,1,6.695628415,344,24082.10286
Bangalore,Hebbal,Residential,250,200,23.50667502,85.0930899,1,5.483654826,24,20713.79349
Bangalore,HSR Layout,Industrial,216.3381756,1127.559945,52.70853456,80.31162111,11,5.944667074,373,13592.30695
Bangalore,BTM Layout,Industrial,50,393.1966969,57.01566765,90.92811888,4,9.093152578,435,11043.75235
Bangalore,Malleshwaram,Institutional,250,1159.404864,63.87615582,92.99422741,3,5.179152859,422,20552.22972
Bangalore,Banashankari,Institutional,100.2480494,200,50.01149632,78.3174637,3,6.119705602,46,17482.00498
Bangalore,Banashankari,Commercial,250,200,27.47002941,59.87584842,12,5.809739224,217,18582.03696
Bangalore,Jayanagar,Institutional,241.3071681,1500,58.16977121,91.29874826,1,5.777273112,392,17854.27282
Bangalore,Hebbal,Industrial,83.06349289,257.7085433,41.97703738,79.24290317,10,9.662401927,55,21072.73721
Bangalore,Malleshwaram,Commercial,50,1500,49.41974032,53.99629825,3,12.90597644,78,19279.68229
Bangalore,Jayanagar,Residential,50,327.4991394,50.07297368,94.4235884,6,10.21105166,491,12330.61392
Bangalore,Hebbal,Industrial,117.0131634,1029.688768,15.90736422,80.62166681,10,9.132564678,159,12037.70562
Bangalore,Hebbal,Commercial,150.5545998,1184.662368,50.26500466,94.49125512,2,17.87463916,344,16779.75607
Bangalore,Koramangala,Institutional,50,718.7824813,71.5690088,82.48835039,1,5.202580073,272,26448.73192
Bangalore,Hebbal,Industrial,50,364.2905502,14.82465336,38.93665992,7,5.63005826,148,14251.06891
Bangalore,Whitefield,Commercial,250,239.0752602,15.53913277,59.48849248,7,6.952754662,38,16815.61008
Bangalore,HSR Layout,Residential,250,200,39.81758074,83.86962372,2,6.680217622,111,19472.97433
Bangalore,Yelahanka,Industrial,111.884182,362.3286119,9.116480091,76.30407305,3,6.977656147,15,12903.9483
Bangalore,HSR Layout,Industrial,50,1058.899746,47.0345886,89.53444969,2,5.801302511,78,18987.42058
Bangalore,Jayanagar,Commercial,50,1500,19.12974499,80.76702082,10,5.554616511,76,15069.89312
Bangalore,Yelahanka,Commercial,50,1500,48.28685816,81.24727883,3,7.677389203,418,21249.48251
Bangalore,Whitefield,Institutional,250,1452.711025,36.23025769,96.37191729,6,19.04334081,328,10277.06155
Bangalore,Indiranagar,Institutional,50,1500,23.58029964,68.02885138,2,6.803882274,275,26569.43637
Bangalore,HSR Layout,Industrial,128.8861003,1093.579684,52.66758281,59.27227049,7,5.148833504,494,13437.54326
Bangalore,Indiranagar,Residential,50,301.4928133,28.48179138,92.31869034,5,10.04180586,197,17607.32682
Bangalore,BTM Layout,Institutional,121.1753273,1500,54.92292753,66.02011836,3,6.215173838,376,15024.4062
Bangalore,Whitefield,Residential,158.0832951,1110.884217,29.12794847,40.65484754,2,5.982534278,219,9606.740038
Bangalore,Indiranagar,Commercial,250,821.9824879,28.93045964,76.82163936,5,6.395665581,63,19166.27816
Bangalore,Koramangala,Commercial,50,200,19.43172577,77.21603961,9,10.35560429,361,13678.43854
Bangalore,Malleshwaram,Institutional,50,592.4977234,25.68018286,91.92779679,6,12.67242274,461,17628.59903
Bangalore,Banashankari,Industrial,50,616.8498248,28.4957786,69.47620015,2,8.439629502,32,10974.34006
Bangalore,Hebbal,Commercial,250,1500,51.39189438,44.64841188,9,6.385681403,479,13700.91733
Bangalore,Banashankari,Residential,250,791.086899,15.18865372,97.56588598,8,6.319241864,233,13527.75276
Bangalore,Jayanagar,Industrial,136.4766465,478.6820564,12.91635194,56.974176,3,5.452405837,110,17753.07482
Bangalore,Koramangala,Institutional,137.6375578,1500,15.37297072,88.06167507,3,19.65814093,165,16539.21916
Bangalore,HSR Layout,Commercial,164.0601344,200,38.48094844,93.79791248,13,9.033076733,194,14117.03153
Bangalore,Jayanagar,Institutional,50,549.1306987,30.21018312,84.23713431,3,5.09156706,7,13150.27911
Bangalore,Jayanagar,Industrial,250,200,34.37381086,83.38014476,6,9.361013097,432,16574.55066
Bangalore,Banashankari,Industrial,81.39144515,1346.70495,62.03944682,89.83789799,8,7.184240384,139,15988.57687
Bangalore,Whitefield,Industrial,72.4666199,1500,16.09657229,77.58230182,10,28.15338562,459,15644.61656
Bangalore,Yelahanka,Residential,109.7575399,328.5559149,35.89493854,95.49120474,7,12.68054028,343,24846.70168
Bangalore,HSR Layout,Industrial,50,1500,46.08863983,96.18253654,6,5.64642108,287,17759.6817
Bangalore,Jayanagar,Industrial,50,345.6194679,37.33895124,80.26081436,4,10.28755801,428,24620.1675
Bangalore,Yelahanka,Commercial,200.9308636,1500,10.31882194,97.31942299,1,7.480254634,301,14652.47025
Bangalore,Hebbal,Residential,50,1402.268892,49.07772546,85.97986163,2,5.714646822,456,14757.9337
Bangalore,Yelahanka,Residential,138.6303328,1500,37.3517718,70.70265739,3,9.917159437,56,12472.89982
Bangalore,HSR Layout,Institutional,50,200,15.24740212,74.33235169,8,8.024403546,160,16509.53686
Bangalore,Malleshwaram,Industrial,73.97133854,1500,55.66001527,73.02024055,4,5.103346116,496,13371.68389
Bangalore,Whitefield,Commercial,51.09782879,1297.079052,9.593915243,93.37195483,2,9.144020674,149,12659.21163
Bangalore,BTM Layout,Institutional,65.93227166,363.4853614,6.789288439,74.75215934,3,8.992562591,287,5498.495828
Bangalore,HSR Layout,Industrial,190.434598,1500,29.24061434,84.6411584,3,5.532298232,257,22329.22579
Bangalore,Yelahanka,Residential,52.88573094,330.6190776,24.09120072,42.88795195,9,6.538170209,461,13083.67656
Bangalore,Indiranagar,Industrial,125.3465296,1500,23.09851887,86.97535764,3,8.416252708,139,22374.85716
Bangalore,Jayanagar,Industrial,96.953968,200,43.36188401,85.11840529,2,5.510639429,349,14518.76227
Bangalore,Indiranagar,Commercial,163.4498885,1216.3355,36.0567269,63.38213645,3,13.93602108,324,18222.92447
Bangalore,Whitefield,Commercial,250,778.048371,32.65029978,89.65504044,2,5.093335738,292,15371.49481
Bangalore,Koramangala,Commercial,197.8357907,200,4.526785104,82.44324218,8,5.368349198,335,17073.50257
Bangalore,Indiranagar,Institutional,50,276.9318349,47.89420464,83.89747223,6,5.419976881,187,9954.819182
Bangalore,Jayanagar,Commercial,50,200,33.65169039,70.40768251,3,7.844549013,323,20911.75066
Bangalore,Hebbal,Institutional,50,632.5563767,35.73496811,80.21732161,4,8.807516633,184,13165.79841
Bangalore,Hebbal,Industrial,135.6090978,358.4840948,2.304693,47.2480111,4,6.881053955,307,19628.38318
Bangalore,Jayanagar,Institutional,50,912.1928504,64.83267488,61.04197017,6,6.202345922,413,7696.648087
Bangalore,Banashankari,Institutional,102.8858934,352.7367199,22.05080051,96.6503197,1,12.37385902,469,11227.45427
Bangalore,Whitefield,Commercial,136.264326,356.5593956,5.945457639,61.20859636,9,5.238565753,386,16858.9105
Bangalore,Banashankari,Commercial,61.02478169,1359.431223,62.7006141,70.65508103,5,6.158723815,262,14181.83502
Bangalore,Jayanagar,Residential,221.0474939,200,16.45051589,91.99888128,7,5.133892257,415,17284.31628
Bangalore,Malleshwaram,Institutional,50,1500,54.78308408,80.44468938,1,5.046733882,310,16037.91806
Bangalore,Jayanagar,Industrial,50,1500,36.89733766,90.71723636,3,6.56423558,344,24139.71736
Bangalore,BTM Layout,Residential,195.3971115,1102.03218,35.13515407,97.5622886,8,5.749039666,424,17701.72457
Bangalore,BTM Layout,Residential,102.625534,899.4866401,21.01846706,81.65510758,4,6.097760415,145,12836.59751
Bangalore,Banashankari,Residential,174.9063984,1500,43.57795624,64.05957511,6,12.74215055,261,13033.8182
Bangalore,Banashankari,Commercial,85.59359987,204.9723761,19.38735648,73.82796358,7,5.610961486,2,21020.6387
Bangalore,Whitefield,Commercial,50,200,10.5955026,53.24162866,8,11.57089944,314,7358.292089
Bangalore,Hebbal,Commercial,250,273.79254,22.92916127,85.69700945,4,9.545481328,12,17795.97495
Bangalore,Koramangala,Industrial,240.9782346,1500,42.78170514,71.27358933,4,6.407988939,261,9421.098216
Bangalore,Malleshwaram,Institutional,177.967323,200,29.10197812,85.03477656,8,8.016438171,362,20546.13768
Bangalore,Electronic City,Residential,50,874.2059392,22.43050006,42.11329427,2,7.164339511,444,12838.83574
Bangalore,Hebbal,Commercial,133.824132,1500,24.85690988,75.7876446,7,5.468717523,169,17631.18001
Bangalore,Jayanagar,Institutional,67.17149634,1500,57.48956829,90.82214148,4,17.08654471,148,15185.96639
Bangalore,Koramangala,Residential,50,736.985572,14.51289955,97.70220189,6,8.244898138,200,8066.521129
Bangalore,Whitefield,Institutional,250,200,36.58319881,78.77404864,10,15.28754329,385,18201.59978
Bangalore,HSR Layout,Residential,50,1500,57.16405725,85.60873351,7,12.83828708,312,11395.66875
Bangalore,Yelahanka,Institutional,250,913.7402575,42.79256673,93.30693526,3,5.281002616,70,19009.25241
Bangalore,Hebbal,Commercial,88.59015192,200,4.143952633,63.62178554,11,5.805006281,312,9990.000909
Bangalore,Hebbal,Institutional,50,200,11.45725922,81.95861812,1,5.537126145,54,16210.32811
Bangalore,Koramangala,Institutional,117.1004769,1500,34.27972121,90.48055515,2,13.07933159,395,15195.32255
Bangalore,Yelahanka,Residential,250,1106.242111,32.54792376,91.05699591,1,14.37207989,259,11987.08093
Bangalore,Jayanagar,Institutional,197.6411669,1500,11.30613799,64.00840615,9,7.843318793,351,21898.75032
Bangalore,Hebbal,Industrial,246.4190739,1500,10.98506979,65.85953743,2,5.373518929,28,15167.71047
Bangalore,Koramangala,Residential,161.2856573,848.1003371,60.34842343,83.34921778,10,5.497789589,367,12891.72616
Bangalore,Indiranagar,Institutional,176.7830754,728.6631763,68.08513666,87.12475406,5,12.50430809,363,16493.7764
Bangalore,Banashankari,Industrial,250,562.8690421,38.34724529,79.70834403,7,19.17141534,120,7721.591367
Bangalore,BTM Layout,Residential,50,381.1822201,23.89861959,77.81943772,5,5.76982114,133,27258.49338
Bangalore,Yelahanka,Commercial,100.8326499,570.2146899,49.10898313,75.48724116,1,5.037403322,380,9571.52134
Bangalore,Banashankari,Residential,50,1486.687925,31.93347812,76.58414698,4,6.433550218,90,17758.9556
Bangalore,Jayanagar,Residential,250,921.1109078,22.90742516,87.52861752,4,5.103782088,16,15305.58651
Bangalore,Indiranagar,Institutional,250,1500,36.11455921,91.59050741,9,12.98054041,287,20902.14179
Bangalore,Hebbal,Industrial,50,585.8725239,19.58335389,83.02804335,13,7.52871424,284,15889.60505
Bangalore,Malleshwaram,Residential,183.4097345,934.1736288,16.88835988,80.14014187,1,9.081514662,391,11808.53537
Bangalore,Yelahanka,Residential,250,997.7924597,26.59248401,82.78334905,4,6.932940011,230,5710.119876
Bangalore,Banashankari,Residential,50,895.7461307,29.4295413,81.52317072,15,6.517682938,137,6099.483814
Bangalore,Whitefield,Institutional,125.8804376,1212.790813,5.630257448,86.82252015,3,5.873702097,295,13809.9019
Bangalore,Banashankari,Residential,250,271.0655197,39.38769223,61.91269896,5,11.33401569,227,21851.71405
Bangalore,Electronic City,Industrial,50,718.1855969,13.82926264,64.59262541,5,9.86483839,427,6639.254822
Bangalore,Malleshwaram,Institutional,179.3115685,200,26.68225152,21.66437645,1,6.608381222,27,24246.84396
Bangalore,Electronic City,Commercial,52.93424471,485.3387375,38.74498145,57.38969838,7,6.378058723,332,20434.6895
Bangalore,Electronic City,Commercial,250,668.7806087,60.45357395,91.0958247,9,5.004146365,117,8256.411391
Bangalore,Yelahanka,Institutional,250,1056.197431,11.10974921,87.53443578,9,5.221284217,89,9574.104739
Bangalore,Whitefield,Industrial,250,1500,22.00439365,47.67654874,3,8.845788797,107,10077.8604
Bangalore,Indiranagar,Institutional,96.42921078,917.9197243,24.27189862,87.72648547,10,7.724349505,221,16496.43574
Bangalore,Electronic City,Institutional,250,1360.992826,36.98282988,67.10936899,3,7.094839318,223,14718.91594
Bangalore,Malleshwaram,Institutional,250,705.7584889,45.10606243,92.96238869,9,12.96410207,122,14531.86107
Bangalore,Banashankari,Institutional,57.65107823,1005.406225,33.94260176,84.93398113,4,7.632124587,382,12476.84005
Bangalore,Jayanagar,Residential,250,200,36.9986862,91.93344822,5,6.755897874,354,15890.94636
Bangalore,Yelahanka,Commercial,50,293.5547239,1.156241756,87.44911942,2,5.603687442,33,19185.6654
